OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-UT,USGS Utah Water Science Center,USGS-400938111365801,(D- 7- 3)33ccc- 5,Well,,16020202,,,,,40.1604556,-111.6166976,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4560,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,,140,ft,140,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400938111365802,(D- 7- 3)33ccc- 6,Well,,16020202,,,,,40.1605111,-111.6168642,24000,5,seconds,Interpolated from MAP.,NAD83,4565,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined multiple aquifers,19660701,533,ft,533,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400940111381801,(D- 7- 3)31ddd- 1,Well,,16020202,,,,,40.1602331,-111.6374214,,1,minutes,Interpolated from MAP.,NAD83,4515,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,143,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400940111381802,(D- 8- 3)29bcc- 1,Well,,16020202,,,,,40.0943997,-111.6354772,,1,minutes,Interpolated from MAP.,NAD83,4712,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19520101,38,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400940111403001,(D- 7- 2)36ccb- 1,Well,,16020202,,,,,40.1618992,-111.6735352,24000,1,seconds,Interpolated from MAP.,NAD83,4500,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19610915,504,ft,504,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400940111405401,(D- 7- 2)35ccd- 1,Well,,16020202,,,,,40.1588434,-111.6896476,24000,1,seconds,Interpolated from MAP.,NAD83,4507.1,feet,1,feet,Level or other surveyed method.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,1900,300,ft,300,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400941111352701,(D- 7- 3)34cdb- 1,Well,,16020202,,,,,40.1613449,-111.5915845,24000,5,seconds,Interpolated from MAP.,NAD83,4650,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined multiple aquifers,19600913,445,ft,445,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400942111342501,(D- 7- 3)35cdb-S1,Spring,,16020202,,,,,40.1616229,-111.574361,,5,seconds,Interpolated from MAP.,NAD83,4960,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400943111380201,(D- 7- 3)32ccb- 1,Well,,16020202,,,,,40.1618998,-111.6346434,,1,minutes,Interpolated from MAP.,NAD83,4517,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19560101,147,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400945111365601,(D- 7- 3)33ccb- 9,Well,,16020202,,,,,40.1624556,-111.6163086,,1,minutes,Interpolated from MAP.,NAD83,4562,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19610101,445,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400948111162201,SIXTH WATER CR NO 1,Stream,,16020202,,,,,40.1632897,-111.2735077,24000,5,seconds,Interpolated from MAP.,NAD83,6990,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400948111434901,(D- 7- 2)32dad- 1,Well,,16020202,,,,,40.1632872,-111.7310396,24000,1,seconds,Interpolated from MAP.,NAD83,4493,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined multiple aquifers,19780317,550,ft,550,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400948112002100,(C- 7- 2)36dad- 1,Well,,16020201,,,,,40.1632845,-112.0066064,,5,seconds,Interpolated from MAP.,NAD83,4905,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,505,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400950111390601,(D- 7- 3)31cac- 2,Well,,16020202,,,,,40.1632884,-111.6485333,24000,1,seconds,Interpolated from MAP.,NAD83,4503,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19641003,135,ft,135,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400950111400001,(D- 7- 2)36dbc- 1,Well,,16020202,,,,,40.1638437,-111.6674236,,1,minutes,Interpolated from MAP.,NAD83,4502,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19000101,344,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400950111400101,(D- 7- 2)36dbc- 3,Well,,16020202,,,,,40.1638437,-111.6677014,,1,minutes,Interpolated from MAP.,NAD83,4502,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19340101,450,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400950111410601,(D- 7- 2)35cad- 1,Well,,16020202,,,,,40.1638434,-111.6857584,,1,minutes,Interpolated from MAP.,NAD83,4502,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19580101,267,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400950111415401,(D- 7- 2)34ddb- 1,Well,,16020202,,,,,40.1638432,-111.6990927,,1,minutes,Interpolated from MAP.,NAD83,4504,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19570101,260,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400953111373001,(D- 7- 3)32db - 1,Well,,16020202,,,,,40.1646777,-111.6257538,,1,seconds,Interpolated from MAP.,NAD83,4535,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Pleistocene Series,,,147,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400954111372101,(D- 7- 3)32dba-S1,Spring,,16020202,,,,,40.1649555,-111.6232536,24000,5,seconds,Interpolated from MAP.,NAD83,4540,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-400959111363201,Hobble Creek at Center St. Springville UT,Stream,,16020202,114.35,sq mi,,,40.1663889,-111.6088889,,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4872,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401000111300001,BARTHOLOMEW PH UTAH,Atmosphere,,16020202,,,,,40.1666241,-111.5007442,,5,seconds,Interpolated from MAP.,NAD83,5140,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401000111312401,(D- 7- 3)32acd- 2,Well,,16020202,,,,,40.1666237,-111.5240793,,1,minutes,Interpolated from MAP.,NAD83,4538,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19540101,150,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401000111380101,(D- 7 -3)32bcc- 1,Well,,16020202,,,,,40.166622,-111.6343655,24000,10,seconds,Interpolated from MAP.,NAD83,4512,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19760723,150,ft,150,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401000111413601,(D- 7- 2)34add- 1,Well,,16020202,,,,,40.1666211,-111.6940923,,1,minutes,Interpolated from MAP.,NAD83,4497,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19620101,255,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401000111424201,(D- 7- 2)34caa- 1,Well,,16020201,,,,,40.1666208,-111.712427,,1,minutes,Interpolated from MAP.,NAD83,4494,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19050101,250,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401001111373300,(D- 7- 3)32bcc- 2,Well,,16020202,,,,,40.1668998,-111.6349211,24000,5,seconds,Interpolated from MAP.,NAD83,4511,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19720530,164,ft,164,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401001111400600,(D- 7- 2)36bdc- 1,Well,,16020202,,,,,40.1668992,-111.6690904,,5,seconds,Interpolated from MAP.,NAD83,4495,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,383,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401002112023201,(C- 7- 2)35bcc- 1,Well,,16020201,,,,,40.1671727,-112.0429963,,5,seconds,Interpolated from MAP.,NAD83,4852,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,1948,225,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401003111375101,(D- 7- 3)32bcd- 1,Well,,16020202,,,,,40.1674554,-111.6315875,24000,10,seconds,Interpolated from MAP.,NAD83,4518,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19771016,151,ft,153,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401004111380401,(D- 7- 3)32bcc- 1,Well,,16020202,,,,,40.1668998,-111.6335321,,1,minutes,Interpolated from MAP.,NAD83,4511,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19340101,414,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401005111373501,(D- 7- 3)32bdd- 1,Well,,16020202,,,,,40.168011,-111.6271428,24000,5,seconds,Interpolated from MAP.,NAD83,4528,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19790221,160,ft,160,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401008111384200,(D- 7- 3)31bda- 1,Well,,16020202,,,,,40.168844,-111.6457553,,5,seconds,Interpolated from MAP.,NAD83,4499,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19730101,190,ft,190,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401010111374801,(D- 7- 3)32bad- 3,Well,,16020202,,,,,40.1693998,-111.6307541,,1,minutes,Interpolated from MAP.,NAD83,4520,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19610101,250,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401010111381801,(D- 7- 3)30add- 1,Well,,16020202,,,,,40.1693997,-111.639088,,1,minutes,Interpolated from MAP.,NAD83,4496,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19600101,136,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401010111383601,(D- 7- 3)31acb- 1,Well,,16020202,,,,,40.1693996,-111.6440885,,1,minutes,Interpolated from MAP.,NAD83,4498,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19640101,154,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401012111354801,(D- 7- 3)34bcb- 1,Well,,16020202,,,,,40.1695833,-111.5969722,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4580,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Valley Fill,Confined single aquifer,19610918,485,ft,485,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401016112063101,(C- 7- 2)31abc- 1,Well,,16020201,,,,,40.1682827,-112.1066093,,1,seconds,Interpolated from MAP.,NAD83,4880,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401019111544101,(C- 7- 1)26cdd- 1,Well,,16020201,,,,,40.1718964,-111.9121582,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,,19790226,116,ft,125,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401020111361201,(D- 7- 3)33cba- 1,Well,,16020202,,,,,40.172178,-111.6040854,,1,minutes,Interpolated from MAP.,NAD83,4560,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,18910101,237,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401020111382401,(D- 7- 3)30aac- 3,Well,,16020202,,,,,40.1855108,-111.6399214,,5,seconds,Interpolated from MAP.,NAD83,4496,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19530101,125,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401020111395501,(D- 7- 2)36bbb- 1,Well,,16020202,,,,,40.1721769,-111.673813,24000,5,seconds,Interpolated from MAP.,NAD83,4490,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19431005,147,ft,147,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401020111400001,(D- 7- 2)36dad- 1,Well,,16020202,,,,,40.1627328,-111.6568673,,1,minutes,Interpolated from MAP.,NAD83,4500,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,100,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401021111362701,(D- 7- 3)33baa- 6,Well,,16020202,,,,,40.1723446,-111.6085858,24000,1,seconds,Interpolated from MAP.,NAD83,4560,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,1900,138,ft,138,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401021111362801,(D- 7- 3)33baa- 8,Well,,16020202,,,,,40.1724167,-111.6077778,24000,0.5,seconds,Interpolated from Digital MAP.,NAD83,4564,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401022111362801,(D- 7- 3)33baa- 7,Well,,16020202,,,,,40.1727335,-111.6085302,,1,minutes,Interpolated from MAP.,NAD83,4560,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19330101,165,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401022111363801,(D- 7- 3)33bab- 3,Well,,16020202,,,,,40.1727335,-111.6113082,,1,minutes,Interpolated from MAP.,NAD83,4548,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19610101,128,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401026112034701,(C- 7- 2)33aaa- 1,Well,,16020201,,,,,40.1738333,-112.063,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4852,feet,12,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Valley Fill,Confined single aquifer,19960404,400,ft,405,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401030111361201,(D- 7- 3)33aba- 2,Well,,16020202,,,,,40.1749558,-111.6040854,,1,minutes,Interpolated from MAP.,NAD83,4563,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,18850101,150,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401030111365401,(D- 7- 3)28ccc- 1,Well,,16020202,,,,,40.1749556,-111.615753,,1,minutes,Interpolated from MAP.,NAD83,4550,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,40,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401030111373601,(D- 7- 3)29acb- 1,Well,,16020202,,,,,40.1749554,-111.6274205,,1,minutes,Interpolated from MAP.,NAD83,4514,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19530101,136,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401030111381400,(D- 7- 3)30ddd- 1,Well,,16020202,,,,,40.1749553,-111.6379769,,5,seconds,Interpolated from MAP.,NAD83,4503,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19740101,150,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401030111383001,(D- 7- 3)30ddc- 1,Well,,16020202,,,,,40.1749552,-111.6424217,,1,minutes,Interpolated from MAP.,NAD83,4500,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19490101,93,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401030111385201,(D- 7- 3)30cdd- 1,Well,,16020202,,,,,40.1749551,-111.6485332,,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,560,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401032111373101,(D- 7- 3)29dcc- 1,Well,,16020202,,,,,40.175511,-111.6260315,24000,1,seconds,Interpolated from MAP.,NAD83,4515,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19530305,136,ft,136,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401033111370501,(D- 7- 3)29ddd- 1,Well,,16020202,,,,,40.1757889,-111.6188087,24000,5,seconds,Interpolated from MAP.,NAD83,4525,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19860912,413,ft,417,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401034111480401,(D- 7- 1)26cac-S2,Spring,,16020201,,,,,40.1760641,-111.8018763,24000,1,seconds,Interpolated from MAP.,NAD83,4481.6,feet,1,feet,Level or other surveyed method.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401035111480601,(D- 7- 1)26cbd-S1,Spring,,16020201,,,,,40.1763419,-111.8024319,24000,1,seconds,Interpolated from MAP.,NAD83,4463,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401036111480301,(D- 7- 1)26cac-S1,Spring,,16020201,,,,,40.1766196,-111.8015985,24000,1,seconds,Interpolated from MAP.,NAD83,4478,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401040111363601,(D- 7- 3)28dbc- 1,Well,,16020202,,,,,40.1777335,-111.6107526,,1,minutes,Interpolated from MAP.,NAD83,4529,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19600101,112,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401040111372401,(D- 7- 3)29aba- 1,Well,,16020202,,,,,40.1777333,-111.6240869,,1,minutes,Interpolated from MAP.,NAD83,4517,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19630101,25,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401040111391801,(D- 7- 3)30cbb- 2,Well,,16020202,,,,,40.1777328,-111.655756,,1,minutes,Interpolated from MAP.,NAD83,4488,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19550101,121,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401040112052301,(C- 7- 2)29dbc- 1,Well,,16020201,,,,,40.1777274,-112.0904975,,5,seconds,Interpolated from MAP.,NAD83,4860,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,198,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401040112052302,(C- 7- 2)29dbc- 2,Well,,16020201,,,,,40.1775,-112.0912222,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4865,feet,12,feet,Interpolated from topographic map.,NGVD29,US,49,49,Basin and Range basin-fill aquifers,Valley Fill,Confined single aquifer,20060215,700,ft,720,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401049111364301,(D- 7- 3)28cab- 1,Well,,16020202,,,,,40.1802335,-111.6126971,24000,1,seconds,Interpolated from MAP.,NAD83,4527,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,196103,285,ft,290,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401050111393001,(D- 7- 2)25aad- 1,Well,,16020201,,,,,40.1805105,-111.6590896,,1,minutes,Interpolated from MAP.,NAD83,4490,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19550101,130,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401050111393601,(D- 7- 2)25dab- 1,Well,,16020201,,,,,40.1805105,-111.6607564,,1,minutes,Interpolated from MAP.,NAD83,4490,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19550101,132,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401051111362501,(D- 7- 3)28dbb- 1,Well,,16020202,,,,,40.1807891,-111.6076968,24000,1,seconds,Interpolated from MAP.,NAD83,4550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19880315,37,ft,37,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401059112010701,(C- 7- 2)25bdb- 1,Well,,16020201,,,,,40.1830064,-112.019384,,1,seconds,Interpolated from MAP.,NAD83,4846,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,49,49,,Valley Fill,,,200,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401100111380601,(D- 7- 3)29bcc- 1,Well,,16020202,,,,,40.1832886,-111.6357544,,1,minutes,Interpolated from MAP.,NAD83,4500,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,18900101,50,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401101111364201,(D- 7- 3)28bdb- 1,Well,,16020202,,,,,40.1835668,-111.6124193,24000,5,seconds,Interpolated from MAP.,NAD83,4520,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19630524,338,ft,338,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401102111374801,(D- 7- 3)29bdb- 1,Well,,16020202,,,,,40.1838443,-111.630754,24000,5,seconds,Interpolated from MAP.,NAD83,4502,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19860115,148,ft,156,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401105111382001,(D- 7- 3)30a  -S1,Spring,,16020202,,,,,40.1846775,-111.6396436,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401110111390601,(D- 7- 3)30bbd- 1,Well,,16020202,,,,,40.1860661,-111.6524224,,1,minutes,Interpolated from MAP.,NAD83,4491,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19550101,146,ft,146,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401115111381301,(D- 7- 3)30aaa- 1,Well,,16020202,,,,,40.1874553,-111.637699,24000,10,seconds,Interpolated from MAP.,NAD83,4495,feet,10,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19771120,277,ft,277,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401128111375001,(D- 7- 3)19aac,Stream,,16020202,,,,,40.1911498,-111.631254,2400,0.1,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401129111375001,SPRING CREEK 0.3 MI UPSTREAM FROM U.P.R.R. TRACKS,Stream,,16020202,,,,,40.1913443,-111.6313096,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,49,49,,,,,,,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401130111380501,(D- 7- 3)20acb- 1,Well,,16020202,,,,,40.191622,-111.6354766,,1,minutes,Interpolated from MAP.,NAD83,4501,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19630101,315,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401130111383002,(D- 7- 3)19dbd- 1,Well,,16020202,,,,,40.1916219,-111.6424216,,1,minutes,Interpolated from MAP.,NAD83,4493,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19530101,111,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401145112023301,(C- 7- 2)23bcc- 2,Well,,16020201,,,,,40.1958611,-112.0437778,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,4835,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19950301,275,ft,275,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401149111375101,(D- 7- 3)20bcd- 4,Well,,16020201,,,,,40.1968998,-111.6315874,,1,minutes,Interpolated from MAP.,NAD83,4496,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,478,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401149111375201,(D- 7- 3)20bcd- 3,Well,,16020201,,,,,40.1968998,-111.6318652,24000,1,minutes,Interpolated from MAP.,NAD83,4494,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19270301,635,ft,635,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401149111375301,(D- 7- 3)20bcd- 2,Well,,16020201,,,,,40.1968998,-111.632143,,1,minutes,Interpolated from MAP.,NAD83,4494,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19260101,308,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401149111375302,(D- 7- 3)20bcd- 1,Well,,16020201,,,,,40.1968998,-111.632143,24000,5,seconds,Interpolated from MAP.,NAD83,4495,feet,5,feet,Interpolated from topographic map.,NGVD29,US,49,49,,Valley Fill,Confined single aquifer,19260901,308,ft,325,ft,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401149111375401,(D- 7- 2)20bcd- 1,Well,,16020201,,,,,40.1968998,-111.6324208,,1,minutes,Interpolated from MAP.,NAD83,4494,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19260101,325,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401149112023301,(C- 7- 2)23bcc- 1,Well,,16020201,,,,,40.1968948,-112.0432734,,5,seconds,Interpolated from MAP.,NAD83,4835,feet,20,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,,220,ft,,,NWIS
USGS-UT,USGS Utah Water Science Center,USGS-401154111373701,(D- 7- 3)20bda- 1,Well,,16020201,,,,,40.1982888,-111.6276982,,1,minutes,Interpolated from MAP.,NAD83,4494,feet,1,feet,Interpolated from topographic map.,NGVD29,US,49,49,,,,19240101,337,ft,,,NWIS
